DATE,SEASON,AVY_DANGER,AVY_CHARACTER,WET_DANGER,DRY_DANGER,WET_LOOSE,WET_SLAB,WIND_SLAB,STORM_SLAB,CORNICE_FALL,PERSISTENT_SLAB,DEEP_SLAB,DRY_LOOSE,GLIDE_AVALANCHE,LONG_SLIDING_FALL,AWND,PGTM,PRCP,PRCP_ATTRIBUTES,PSUN,SNOW,FIVE_DAY_SNOWFALL,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_SWING,TMAX_SWING_FROM_AVE,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,SKY CONDITION,PRECIP TYPE/RATE,FORM/SIZE,HN24_CM,HW in Tube (MM),H24W in Can (MM),DENSITY (KG/M3),HST (CM),HS_CM,SETTLEMENT/MELT,Surf Temp (C),T-10 (C),T-20 (C),CURRENT TEMP,X24_HR_MAX,24HRMAX_SWING,24 HR MIN
2/27/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,50.33,,0,",,W,2400",79,0,5.5,",,W,2400",3.1,",,W,2400",21,0,-3.2,",,W",7,",,W",535,",,W",300,",,W",81,",,W",FEW,,,0,,,0,,0,100,0,-8.5,-5,-4.5,-8,-4.5,-1.5
2/28/18,2017/2018,1,WET,1,0,0,1,0,0,0,0,0,0,0,Y,38.7,,0,"T,,W,2400",15,0,5,"T,,W,2400",3.1,",,W,2400",27,6,2.8,",,W",19,",,W",105,",,W",280,",,W",80.1,",,W",SCT,,,0,,,0,,0,100,0,-3.5,-4,-3.5,-0.5,7.5,0
3/1/18,2017/2018,,,0,0,,,,,,,,,,,22.37,,0.07,",,W,2400",45,0.6,5.6,",,W,2400",3.1,",,W,2400",28,1,4.2,",,W",17,",,W",310,",,W",290,",,W",55,",,W",X,,,,,,0.1,,,99,1,-1,-1.5,-2,-1,-0.5,5
3/2/18,2017/2018,,,0,0,,,,,,,,,,,55.03,,0.78,",,W,2400",0,6.1,6.7,",,W,2400",3.1,",,W,2400",27,-1,2.8,",,W",16,",,W",0,",,W",70,",,W",98,",,W",X,S2,,1,,,0.9,,,100,0,-3.5,-4,-3,-3,-2,1.5
3/3/18,2017/2018,,,0,0,,,,,,,,,,,43.62,,0,",,W,2400",33,0,6.7,",,W,2400",5.1,",,W,2400",22,-5,-2.8,",,W",10,",,W",225,",,W",50,",,W",77,",,W",OVC,,,6,13.6,6.6,10.4,,7,106,0,-2,-3,-2.5,-3.5,-0.5,-1.5
3/4/18,2017/2018,,,0,0,,,,,,,,,,,19.69,,0.09,",,W,2400",34,1.4,8.1,",,W,2400",5.1,",,W,2400",17,-5,-8,",,W",8,",,W",238,",,W",10,",,W",36.9,",,W",SCT,,,0,,,0,,0,105,1,-6,-4,-3,-7,-3.5,-1
3/5/18,2017/2018,,,0,0,,,,,,,,,,,25.5,,0.01,",,W,2400",58,0.6,8.7,",,W,2400",5.9,",,W,2400",21,4,-3.2,",,W",8,",,W",404,",,W",50,",,W",46.1,",,W",OVC,,,5,4,5.2,3.4,,5,110,0,-6.5,-5,4,-7.5,-0.5,-1
3/6/18,2017/2018,,,0,0,,,,,,,,,,,15.66,,0,",,W,2400",97,0,8.1,",,W,2400",5.1,",,W,2400",22,1,-1,",,W",12,",,W",675,",,W",60,",,W",30,",,W",CLR,,,0,,,,,0,109,1,-12,-7,-5,-12.5,-5,-4
3/7/18,2017/2018,,,0,0,,,,,,,,,,,33.78,,0.36,",,W,2400",4,3.8,5.8,",,W,2400",5.1,",,W,2400",17,-5,-4.8,",,W",5,",,W",25,",,W",60,",,W",74.9,",,W",OVC,,,0,,,,,0,107,2,-8.5,-6.5,-5,-9.5,3,-1
3/8/18,2017/2018,,,0,0,,,,,,,,,,,32.88,,0.63,",,W,2400",0,8.1,13.9,",,W,2400",7.9,",,W,2400",16,-1,-3.8,",,W",5,",,W",0,",,W",70,",,W",66,",,W",OVC,S2,,19,20.1,19.3,17.1,,,127,,-8,-8,-6,-8,1.5,-8
3/9/18,2017/2018,,,0,0,,,,,,,,,,,21.92,,0.17,",,W,2400",8,2.4,14.9,",,W,2400",11,",,W,2400",17,1,-1.6,",,W",4,",,W",55,",,W",290,",,W",74,",,W",OVC,,,11,8.8,11.1,7.3,,29,136,2,-10,-9,-6.5,-12,-4,-4
3/10/18,2017/2018,,,0,0,,,,,,,,,,,59.95,,0.76,",,W,2400",0,9.1,23.4,",,W,2400",9.8,",,W,2400",9,-8,-9.6,",,W",5,",,W",0,",,W",300,",,W",93.1,",,W",OVC,S2,,7,7.4,8.2,3.9,,,142,,-8.5,-7.5,-7,-9.5,2.5,-5
3/11/18,2017/2018,,,0,0,,,,,,,,,,,37.13,,0.17,",,W,2400",0,3.5,26.9,",,W,2400",9.8,",,W,2400",12,3,-4.2,",,W",6,",,W",0,",,W",290,",,W",82.1,",,W",OVC,S-1,,24,21.9,23.3,10.7,,,165,1,-8.5,-8,-7,-9,0.5,-9
3/12/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,18.12,,0.02,",,W,2400",45,0.5,23.6,",,W,2400",11,",,W,2400",14,2,-0.2,",,W",7,",,W",323,",,W",80,",,W",55.9,",,W",CLR,,,3,3,3,2,,30,158,10,-15,-10,-7,-13.5,-4.5,-7
3/13/18,2017/2018,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,43.62,,0.87,",,W,2400",0,9.4,24.9,",,W,2400",11,",,W,2400",10,-4,-3.6,",,W",5,",,W",0,",,W",60,",,W",66,",,W",X,S-1,,1,,,0.4,,,153,6,-8,-6.5,-5.5,-9,4.5,-14
3/14/18,2017/2018,4,DRY,0,4,0,0,4,4,0,0,0,4,0,N,28.19,,0.9,",,W,2400",0,10.6,33.1,",,W,2400",16.1,",,W,2400",16,6,3.6,",,W",7,",,W",0,",,W",290,",,W",61.1,",,W",OVC,S1,,40,32,40.5,24.1,,,189,4,-7,-6.5,-7.5,-7.5,1.5,-7.5
3/15/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,65.09,,0.75,",,W,2400",0,7.3,31.3,",,W,2400",20.9,",,W,2400",11,-5,-1.2,",,W",4,",,W",0,",,W",280,",,W",98,",,W",X,S2,,27,76.3,81.3,16.8,,,204,12,-9,-8.5,-7.5,-8.5,-1,-2.5
3/16/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,65.99,,0.18,",,W,2400",0,1.8,29.6,",,W,2400",22.8,",,W,2400",5,-6,-7.6,",,W",-7,",,W",0,",,W",290,",,W",111,",,W",X,S-1,,8,10.6,8.5,8.9,,53,201,11,-10,-10,-11.5,-12.5,-4,-8
3/17/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,63.31,,0.03,",,W,2400",31,0.5,29.6,",,W,2400",20.1,",,W,2400",-1,-6,-12.2,",,W",-14,",,W",224,",,W",290,",,W",121.9,",,W",OVC,,,6,11.7,6.9,1.4,,3,195,12,-16.5,-14,-11.5,-17,-4.5,-9.5
3/18/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,54.13,,0,",,W,2400",100,0,20.2,",,W,2400",18.1,",,W,2400",-3,-2,-11.2,",,W",-15,",,W",734,",,W",300,",,W",89.9,",,W",CLR,,,,,,1.5,,,197,,-19.5,-17,-13,-17.5,-0.5,-14
3/19/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,63.98,,0,",,W,2400",59,0,9.6,",,W,2400",18.1,",,W,2400",0,3,-5.6,",,W",-15,",,W",432,",,W",320,",,W",94,",,W",CLR,,,0,,,0.2,,0,184,13,-19,-17,-14,-18,-0.5,-12
3/20/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,32.21,,0,",,W,2400",100,0,2.3,",,W,2400",16.9,",,W,2400",17,17,14.6,",,W",-2,",,W",740,",,W",310,",,W",69.1,",,W",CLR,,,0,,,,,0,179,5,-12.5,-13,-12,-9,9,-9
3/21/18,2017/2018,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,27.51,,0,",,W,2400",8,0,0.5,",,W,2400",16.9,",,W,2400",19,2,15.4,",,W",11,",,W",60,",,W",50,",,W",52.1,",,W",CLR,,,0,,,0,,0,175,4,-14,-13,-11.5,-13.5,-4.5,-1
3/22/18,2017/2018,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,38.92,,0,",,W,2400",7,0,0,",,W,2400",16.9,",,W,2400",22,3,15.6,",,W",10,",,W",53,",,W",50,",,W",64,",,W",OVC,,,0,,,0,,0,173,2,-7,-7,-6.5,-6.5,7,1
3/23/18,2017/2018,1,DRY,0,1,0,0,1,0,0,0,0,1,0,Y,23.04,,0,"T,,W,2400",65,0.1,0.1,",,W,2400",16.9,",,W,2400",17,-5,6,",,W",8,",,W",485,",,W",330,",,W",61.1,",,W",SCT,,,0,,,0,,0,170,3,-8.5,-7.5,-7,-6,0.5,1.5
3/24/18,2017/2018,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,17,,0.02,",,W,2400",7,1.1,1.2,",,W,2400",16.1,",,W,2400",14,-3,-1,",,W",8,",,W",50,",,W",50,",,W",40,",,W",OVC,,,0,,,0,,0,168,2,-8,-8,-7.5,-6.5,-0.5,1.5
3/25/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,2,0,Y,29.08,,0.04,",,W,2400",24,0.5,1.7,",,W,2400",16.9,",,W,2400",10,-4,-7.8,",,W",3,",,W",184,",,W",50,",,W",44.1,",,W",OVC,S-1,,7,2.5,6.9,2.5,,,172,3,-9,-7.5,-6,-9.5,-3,1.5
3/26/18,2017/2018,1,DRY,0,1,0,0,0,0,0,0,0,1,0,Y,12.97,,0,",,W,2400",100,0,1.7,",,W,2400",16.9,",,W,2400",24,14,7.6,",,W",5,",,W",758,",,W",70,",,W",35.1,",,W",CLR,,,0,,,,,4,169,3,-13.5,-9.5,-7,-13.5,-4,0
3/27/18,2017/2018,1,WET,1,0,1,1,0,0,0,0,0,0,0,Y,23.94,,0,",,W,2400",79,0,1.7,",,W,2400",16.9,",,W,2400",27,3,9.6,",,W",19,",,W",600,",,W",170,",,W",47,",,W",CLR,,,0,,,0,,0,165,4,-12.5,-10,-7.5,-12,1.5,5
3/28/18,2017/2018,1,BOTH,1,1,1,0,0,0,0,0,0,1,0,Y,26.62,,0.14,",,W,2400",48,1.2,2.8,",,W,2400",16.1,",,W,2400",33,6,14.6,",,W",19,",,W",370,",,W",240,",,W",53,",,W",OVC,,,1,,,1.3,,,162,4,-3.5,-4,-4,-1,11,10
3/29/18,2017/2018,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,35.12,,0.14,",,W,2400",51,0,1.7,",,W,2400",16.1,",,W,2400",38,5,16.4,",,W",27,",,W",395,",,W",210,",,W",72.9,",,W",CLR,,,0,,,0,,0,159,3,-5.5,-4.5,-3.5,-5.5,-4.5,6.5
3/30/18,2017/2018,2,WET,2,0,2,2,0,0,0,0,0,0,0,Y,45.63,,0.61,",,W,2400",8,0,1.2,",,W,2400",7.1,",,W,2400",41,3,14.6,",,W",8,",,W",60,",,W",230,",,W",95.1,",,W",OVC,RL,,0,,,9.7,,0,151,8,-1,-1,-0.5,8,13.5,8
3/31/18,2017/2018,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,45.19,,0,",,W,2400",88,0,1.2,",,W,2400",7.1,",,W,2400",22,-19,-10.6,",,W",2,",,W",680,",,W",300,",,W",85,",,W",FEW,,,,,,2.3,,,145,6,-10.5,-5.5,-4.5,-10,-18,8
4/1/18,2017/2018,,,0,0,,,,,,,,,,,57.04,,0.04,",,W,2400",10,0.5,1.7,",,W,2400",7.1,",,W,2400",26,4,-6.2,",,W",3,",,W",75,",,W",240,",,W",100,",,W",OVC,,,0,,,0,,0,144,1,-3.5,-3,-3,-1,9,1
4/2/18,2017/2018,,,0,0,,,,,,,,,,,25.05,,0,"T,,W,2400",70,0,0.5,"T,,W,2400",7.1,",,W,2400",15,-11,-17,",,W",3,",,W",544,",,W",280,",,W",53,",,W",OVC,,,,,,0.1,,,144,0,-9,-8.5,-6.5,-10,-9,0.5
4/3/18,2017/2018,,,0,0,,,,,,,,,,,23.49,,0.01,",,W,2400",40,0.5,1,",,W,2400",5.9,",,W,2400",26,11,-2.4,",,W",10,",,W",315,",,W",210,",,W",51,",,W",OVC,,,0,,,0,,0,144,0,-6,-6,-5.5,-5,5,-1
4/4/18,2017/2018,,,0,0,,,,,,,,,,,61.96,,0.34,",,W,2400",0,0.9,1.9,",,W,2400",3.9,",,W,2400",41,15,15,",,W",-2,",,W",0,",,W",270,",,W",112.1,",,W",OVC,,,1,2.5,1.2,1.5,,1,144,1,0,-3,-3,1.5,6.5,3
4/5/18,2017/2018,,,0,0,,,,,,,,,,,80.98,,0.02,",,W,2400",71,0.4,2.3,",,W,2400",3.1,",,W,2400",2,-39,-24,",,W",-7,",,W",563,",,W",270,",,W",119.9,",,W",OVC,,,,,,5.3,,,142,2,-13,-6.5,-3.5,-15,-16.5,2.5
4/6/18,2017/2018,,,0,0,,,,,,,,,,,42.28,,0.19,",,W,2400",37,2.8,4.6,",,W,2400",3.1,",,W,2400",14,12,-8,",,W",-4,",,W",290,",,W",270,",,W",86.1,",,W",FEW,,,0,,,0,,0,142,0,-14.5,-10,-5,-13.5,1.5,-10.5
4/7/18,2017/2018,,,0,0,,,,,,,,,,,51,,0.42,",,W,2400",6,5.2,9.8,",,W,2400",5.9,",,W,2400",12,-2,-7.6,",,W",2,",,W",50,",,W",270,",,W",85,",,W",OVC,S-1,,16,14.5,16.1,9.5,,,160,,-6.5,-6,-6,-8,5.5,-2
4/8/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,Y,28.41,,0.03,",,W,2400",23,0.9,10.2,",,W,2400",5.9,",,W,2400",11,-1,-8,",,W",0,",,W",186,",,W",290,",,W",82.1,",,W",CLR,,,1,,,0.1,,12,159,2,-15,-9,-5.5,-15,-7,-3.5
4/9/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,47.42,,0.11,",,W,2400",50,2.3,11.6,",,W,2400",7.1,",,W,2400",7,-4,-9,",,W",-6,",,W",400,",,W",280,",,W",83,",,W",OVC,,,8,3.5,7.8,2,,8,164,3,-15,-9.5,-6,-15.5,-0.5,0
4/10/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,21.92,,0.25,",,W,2400",3,7.3,18.5,",,W,2400",5.9,",,W,2400",17,10,7.8,",,W",6,",,W",25,",,W",290,",,W",36.9,",,W",FEW,S-1,,,,,,,,159,5,-9.5,-8.5,-6.5,-10.5,5,-10
4/11/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,2,0,Y,21.7,,0.05,",,W,2400",50,1.3,17,",,W,2400",7.9,",,W,2400",18,1,5.8,",,W",7,",,W",402,",,W",290,",,W",40.9,",,W",CLR,,,11,6.8,11.1,5.5,,11,167,3,-9.5,-7.5,-6,-10,0.5,-0.5
4/12/18,2017/2018,2,BOTH,2,2,2,0,2,0,0,0,0,0,0,Y,29.3,,0.25,",,W,2400",40,2.1,13.9,",,W,2400",7.9,",,W,2400",32,14,19,",,W",13,",,W",325,",,W",230,",,W",108,",,W",SCT,,,1,,,0.6,,1,165,3,-3.5,-4,-4,-4.5,5.5,5
4/13/18,2017/2018,3,WET,3,0,3,3,0,0,0,0,0,0,0,N,46.3,,0.28,",,W,2400",23,0.2,13.2,",,W,2400",9.1,",,W,2400",33,1,16,",,W",23,",,W",190,",,W",250,",,W",87.9,",,W",,,,,,,,,,,,,,,,,
4/14/18,2017/2018,2,WET,2,0,2,2,0,0,0,0,0,0,0,Y,33.33,,0.35,",,W,2400",0,1.1,12,",,W,2400",9.1,",,W,2400",34,1,12.6,",,W",12,",,W",0,",,W",250,",,W",55,",,W",,,,,,,,,,,,,,,,,
4/15/18,2017/2018,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,12.3,,0.3,",,W,2400",0,0.3,5,",,W,2400",9.1,",,W,2400",29,-5,2.2,",,W",12,",,W",0,",,W",140,",,W",40.9,",,W",,,,,,,,,,,,,,,,,
4/16/18,2017/2018,2,WET,2,0,0,2,0,0,0,0,0,0,0,N,56.82,,3.04,",,W,2400",0,6.7,10.4,",,W,2400",9.1,",,W,2400",30,1,0.8,",,W",10,",,W",0,",,W",100,",,W",131.1,",,W",,,,,,,,,,,,,,,,,
4/17/18,2017/2018,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,29.3,,0.36,",,W,2400",0,2.9,11.2,",,W,2400",11.8,",,W,2400",30,0,-1.6,",,W",10,",,W",0,",,W",290,",,W",55,",,W",,,,,,,,,,,,,,,,,
4/18/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,49.88,,0.06,",,W,2400",0,0.7,11.7,",,W,2400",14.2,",,W,2400",20,-10,-11.2,",,W",10,",,W",0,",,W",300,",,W",76.1,",,W",,,,,,,,,,,,,,,,,
4/19/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,27.07,,0.46,",,W,2400",0,4.5,15.1,",,W,2400",13,",,W,2400",25,5,-3.6,",,W",12,",,W",0,",,W",270,",,W",55,",,W",,,,,,,,,,,,,,,,,
4/20/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,47.87,,1.17,",,W,2400",0,11.9,26.7,",,W,2400",16.9,",,W,2400",18,-7,-8.8,",,W",10,",,W",0,",,W",300,",,W",89,",,W",,,,,,,,,,,,,,,,,
4/21/18,2017/2018,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,48.99,,0.12,",,W,2400",8,1.4,21.4,",,W,2400",18.1,",,W,2400",20,2,-4.6,",,W",12,",,W",64,",,W",330,",,W",86.1,",,W",,,,,,,,,,,,,,,,,
4/22/18,2017/2018,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,38.48,,0,",,W,2400",99,0,18.5,",,W,2400",16.1,",,W,2400",22,2,-0.6,",,W",14,",,W",834,",,W",320,",,W",63.1,",,W",,,,,,,,,,,,,,,,,
4/23/18,2017/2018,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,17.45,,0,",,W,2400",100,0,17.8,",,W,2400",16.1,",,W,2400",35,13,14,",,W",19,",,W",843,",,W",260,",,W",53,",,W",,,,,,,,,,,,,,,,,
4/24/18,2017/2018,2,WET,2,0,2,2,0,0,0,0,0,0,0,N,25.05,,0,",,W,2400",85,0,13.3,",,W,2400",14.2,",,W,2400",43,8,19,",,W",30,",,W",715,",,W",280,",,W",62,",,W",,,,,,,,,,,,,,,,,
11/27/18,2018/2019,3,DRY,0,3,0,0,3,3,0,0,0,0,0,N,42.95,,0.78,",,W,2400",0,6.8,8.2,",,W,2400",18.1,",,W,2400",18,-25,-9.6,",,W",12,",,W",0,",,W",90,",,W",96,",,W",,,,,,,,,,,,,,,,,
11/28/18,2018/2019,3,DRY,0,3,0,0,3,3,0,0,0,0,0,N,29.3,,0.2,",,W,2400",0,2.5,9.3,",,W,2400",22,",,W,2400",16,-2,-11.6,",,W",11,",,W",0,",,W",330,",,W",57.9,",,W",,,,,,,,,,,,,,,,,
11/29/18,2018/2019,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,40.49,,0.13,",,W,2400",0,1.9,11.2,",,W,2400",22.8,",,W,2400",23,7,-3.8,",,W",10,",,W",0,",,W",340,",,W",85,",,W",,,,,,,,,,,,,,,,,
11/30/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,4.25,,0,",,W,2400",94,0,11.2,",,W,2400",22.8,",,W,2400",25,2,-2,",,W",18,",,W",530,",,W",300,",,W",15,",,W",,,,,,,,,,,,,,,,,
12/1/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,25.28,,0,",,W,2400",99,0,11.2,",,W,2400",22,",,W,2400",25,0,0,",,W",16,",,W",554,",,W",320,",,W",40.9,",,W",,,,,,,,,,,,,,,,,
12/2/18,2018/2019,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,38.48,,0.62,",,W,2400",0,1.5,5.9,",,W,2400",22,",,W,2400",36,11,14.6,",,W",19,",,W",0,",,W",190,",,W",69.1,",,W",,,,,,,,,,,,,,,,,
12/3/18,2018/2019,1,BOTH,1,1,0,1,1,0,0,0,0,0,0,N,55.25,,0.42,",,W,2400",6,3.3,6.7,",,W,2400",20.9,",,W,2400",31,-5,6,",,W",4,",,W",33,",,W",290,",,W",101.1,",,W",,,,,,,,,,,,,,,,,
12/4/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,60.62,,0.08,",,W,2400",0,1.6,6.4,",,W,2400",22.8,",,W,2400",6,-25,-22,",,W",-5,",,W",0,",,W",320,",,W",97.1,",,W",,,,,,,,,,,,,,,,,
12/5/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,19.46,,0,"T,,W,2400",82,0,6.4,"T,,W,2400",22.8,",,W,2400",9,3,-15.6,",,W",-3,",,W",451,",,W",320,",,W",67.1,",,W",,,,,,,,,,,,,,,,,
12/6/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,43.4,,0.13,",,W,2400",0,1.3,7.7,",,W,2400",22.8,",,W,2400",9,0,-12.4,",,W",3,",,W",0,",,W",280,",,W",70,",,W",,,,,,,,,,,,,,,,,
12/7/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,51,,0.28,",,W,2400",21,2.6,8.8,",,W,2400",24,",,W,2400",9,0,-9.2,",,W",-11,",,W",115,",,W",300,",,W",72,",,W",,,,,,,,,,,,,,,,,
12/8/18,2018/2019,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,46.53,,0.01,",,W,2400",95,0.1,5.6,",,W,2400",24,",,W,2400",-4,-13,-16.8,",,W",-12,",,W",525,",,W",290,",,W",79,",,W",,,,,,,,,,,,,,,,,
12/9/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,54.58,,0.1,",,W,2400",67,0.7,4.7,",,W,2400",22.8,",,W,2400",8,12,2.2,",,W",-6,",,W",370,",,W",290,",,W",84.1,",,W",,,,,,,,,,,,,,,,,
12/10/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,48.54,,0.05,",,W,2400",89,0.4,5.1,",,W,2400",22.8,",,W,2400",13,5,6.8,",,W",-2,",,W",487,",,W",300,",,W",85,",,W",,,,,,,,,,,,,,,,,
12/11/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,26.62,,0,"T,,W,2400",100,0,3.8,"T,,W,2400",22,",,W,2400",13,0,6,",,W",2,",,W",548,",,W",240,",,W",44.1,",,W",,,,,,,,,,,,,,,,,
12/12/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,41.38,,0.14,",,W,2400",51,2.4,3.6,",,W,2400",22,",,W,2400",12,-1,4.2,",,W",-6,",,W",277,",,W",320,",,W",83,",,W",,,,,,,,,,,,,,,,,
12/13/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,14.99,,0,",,W,2400",99,0,3.5,",,W,2400",22,",,W,2400",17,5,8.6,",,W",11,",,W",593,",,W",260,",,W",46.1,",,W",,,,,,,,,,,,,,,,,
12/14/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,42.95,,0.18,",,W,2400",11,1.3,4.1,",,W,2400",22,",,W,2400",25,8,12.4,",,W",16,",,W",60,",,W",270,",,W",76.1,",,W",,,,,,,,,,,,,,,,,
12/15/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,48.09,,0,",,W,2400",22,0,3.7,",,W,2400",22.8,",,W,2400",29,4,13,",,W",15,",,W",121,",,W",280,",,W",86.1,",,W",,,,,,,,,,,,,,,,,
12/16/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,31.76,,0,",,W,2400",48,0,3.7,",,W,2400",22,",,W,2400",32,3,12.8,",,W",17,",,W",260,",,W",120,",,W",57,",,W",,,,,,,,,,,,,,,,,
12/17/18,2018/2019,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,40.49,,0.3,",,W,2400",3,2.8,4.1,",,W,2400",20.9,",,W,2400",27,-5,4,",,W",-2,",,W",15,",,W",300,",,W",106,",,W",,,,,,,,,,,,,,,,,
12/18/18,2018/2019,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,74.71,,0.09,",,W,2400",0,1.4,5.5,",,W,2400",22,",,W,2400",11,-16,-15,",,W",-9,",,W",0,",,W",330,",,W",117,",,W",,,,,,,,,,,,,,,,,
12/19/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,67.11,,0,",,W,2400",97,0,4.2,",,W,2400",18.1,",,W,2400",22,11,-2.8,",,W",3,",,W",529,",,W",320,",,W",100,",,W",,,,,,,,,,,,,,,,,
12/20/18,2018/2019,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,31.32,,0,",,W,2400",92,0,4.2,",,W,2400",16.1,",,W,2400",38,16,13.8,",,W",22,",,W",499,",,W",300,",,W",59.9,",,W",,,,,,,,,,,,,,,,,
12/21/18,2018/2019,2,WET,2,0,2,2,0,0,0,0,0,0,0,N,59.28,,1.98,",,W,2400",0,0,4.2,",,W,2400",9.1,",,W,2400",44,6,18,",,W",33,",,W",0,",,W",160,",,W",104.9,",,W",,,,,,,,,,,,,,,,,
12/22/18,2018/2019,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,52.34,,0.96,",,W,2400",0,2.1,3.5,",,W,2400",2,",,W,2400",38,-6,9.6,",,W",3,",,W",0,",,W",300,",,W",106,",,W",,,,,,,,,,,,,,,,,
12/23/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,46.98,,0.06,",,W,2400",100,0.4,2.5,",,W,2400",2,",,W,2400",16,-22,-14.6,",,W",-2,",,W",544,",,W",300,",,W",102,",,W",,,,,,,,,,,,,,,,,
12/24/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,36.01,,0.08,",,W,2400",10,1.4,3.9,",,W,2400",2,",,W,2400",13,-3,-18.6,",,W",-3,",,W",55,",,W",300,",,W",74,",,W",,,,,,,,,,,,,,,,,
12/25/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,52.57,,0,",,W,2400",100,0,3.9,",,W,2400",3.1,",,W,2400",3,-10,-26.8,",,W",-3,",,W",544,",,W",320,",,W",82.1,",,W",,,,,,,,,,,,,,,,,
12/26/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,56.59,,0.03,",,W,2400",29,0.6,4.5,",,W,2400",3.1,",,W,2400",3,0,-19.8,",,W",-6,",,W",160,",,W",310,",,W",85,",,W",,,,,,,,,,,,,,,,,
12/27/18,2018/2019,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,40.49,,0,"T,,W,2400",90,0.3,2.7,",,W,2400",3.1,",,W,2400",17,14,2.4,",,W",-3,",,W",491,",,W",320,",,W",77,",,W",,,,,,,,,,,,,,,,,
12/28/18,2018/2019,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,48.54,,0.95,",,W,2400",0,2.2,4.5,",,W,2400",3.1,",,W,2400",37,20,26.6,",,W",4,",,W",0,",,W",250,",,W",104,",,W",,,,,,,,,,,,,,,,,
